zip_code,boroname,total_population,median_household_income,median_household_income_filled,nearest_tj_distance_miles,subway_station_count,area_sq_miles,population_density,income_percentile,transit_access_tier,is_tj_gap,log_population_density,density_score,income_score,tj_gap_score,transit_score,site_selection_score,rank
10028,Manhattan,45679,168125.0,168125.0,1.231224872465291,2.0,0.31551000496360315,144778.2931804951,0.941747572815534,medium,0,11.882965745810731,1.0,0.9796954314720813,0.12980697674179983,0.08333333333333333,0.6833852532163802,1
10128,Manhattan,59000,148705.0,148705.0,1.189513827759276,2.0,0.45355354248479346,130083.86987072893,0.8932038834951457,medium,0,11.775942361586475,0.968652820231555,0.9289340101522843,0.1253522744735822,0.08333333333333333,0.6572650855254095,2
11215,Brooklyn,70922,180773.0,180773.0,1.8863289412013078,7.0,2.2113430151544153,32071.912640404007,0.9563106796116505,high,0,10.375767109904134,0.5585410896041227,0.9949238578680203,0.19977150535731325,0.5,0.5871017013801169,3
11226,Brooklyn,100022,81084.0,81084.0,3.5278440644257216,7.0,1.30261707831281,76785.42041652916,0.33980582524271846,high,1,11.248783086008597,0.8142477180389652,0.350253807106599,0.3750838523455167,0.5,0.5632793094613392,4
10036,Manhattan,30589,100225.0,100225.0,1.2326747590217444,4.0,0.44723249021206724,68396.19363408818,0.6941747572815534,medium,0,11.13308707402754,0.7803603231266258,0.7208121827411168,0.1299618233292496,0.25,0.5558395396017796,5
11238,Brooklyn,58462,132957.0,132957.0,1.774699152156733,7.0,1.9368212460168495,30184.509861315,0.8592233009708737,high,0,10.315117282302548,0.5407767377988356,0.8934010152284263,0.18784954372910653,0.5,0.5522308576724622,6
11218,Brooklyn,71313,95916.0,95916.0,3.315765261861725,3.0,1.361942673536631,52361.234716889834,0.6601941747572816,medium,1,10.865940898962005,0.7021131322446369,0.6852791878172589,0.352434025915097,0.16666666666666666,0.547651855035189,7
11225,Brooklyn,56544,85201.0,85201.0,2.5970647934798192,7.0,0.8748350128251458,64633.90144548491,0.3932038834951456,high,0,11.076509813931319,0.763788827505388,0.40609137055837563,0.27567745869806265,0.5,0.5371738653813616,8
11211,Brooklyn,65691,105183.0,105183.0,1.062156855320144,6.0,1.4955872178192653,43923.21572244037,0.7330097087378641,high,0,10.690221057971375,0.6506447406931811,0.7614213197969543,0.11175066372523955,0.4166666666666667,0.535463358971559,9
11209,Brooklyn,70756,92656.0,92656.0,5.066959400914872,3.0,2.1133175385741905,33481.0073301798,0.6407766990291263,medium,1,10.418763478904676,0.5711347383493933,0.6649746192893401,0.5394599936968281,0.16666666666666666,0.527589548901458,10
11216,Brooklyn,59913,95000.0,95000.0,1.989875505852164,2.0,0.9618863106888232,62286.986865521845,0.6553398058252428,medium,0,11.039523858983303,0.7529556307506148,0.6802030456852792,0.2108301858499118,0.08333333333333333,0.5258990508915481,11
11694,Queens,21430,103792.0,103792.0,9.379167857330051,3.0,1.7473286223402127,12264.435965856617,0.7184466019417476,medium,1,9.41454050158525,0.27699754183098385,0.7461928934010152,1.0,0.16666666666666666,0.5223472400826473,12
11372,Queens,66995,77133.0,77133.0,2.7400428725247328,4.0,0.738616489350233,90703.36360746028,0.3106796116504854,medium,0,11.415360745281799,0.8630383619575153,0.31979695431472077,0.29094738966037514,0.25,0.5208540612937613,13
11230,Brooklyn,88252,69522.0,69522.0,4.874770261220074,7.0,1.8429152917529317,47887.171154815835,0.23300970873786409,high,1,10.776623804150908,0.6759521296961475,0.23857868020304568,0.5189343654715117,0.5,0.5088123950235227,14
11214,Brooklyn,88994,64286.0,64286.0,6.201182232000159,6.0,2.0242726206434223,43963.44597681361,0.20388349514563106,high,1,10.69113654027376,0.6509128857206975,0.2081218274111675,0.6605939776071196,0.4166666666666667,0.5070144066624949,15
11103,Queens,35357,92787.0,92787.0,2.081530749739059,2.0,0.6921106228284005,51085.764087118034,0.6456310679611651,medium,0,10.841280722818803,0.6948901596178072,0.6700507614213198,0.22061888392052412,0.08333333333333333,0.5020925309865577,16
11221,Brooklyn,90750,85122.0,85122.0,2.6567173409826945,4.0,1.3809086666060086,65717.59754614689,0.3883495145631068,medium,0,11.093137232090076,0.7686590030271739,0.4010152284263959,0.28204829741809356,0.25,0.5016270678010872,17
10033,Manhattan,53611,75585.0,75585.0,2.7704602972537855,3.0,0.5964421169061422,89884.66521796008,0.28640776699029125,medium,0,11.406293755220334,0.8603826379820907,0.29441624365482233,0.2941959434160741,0.16666666666666666,0.5015963047897567,18
10466,Bronx,74061,66328.0,66328.0,7.760018107701695,4.0,2.016507782273619,36727.35639854362,0.21844660194174756,medium,1,10.511304389610567,0.5982399974930835,0.22335025380710657,0.8270762549082511,0.25,0.49804881343066026,19
11219,Brooklyn,94737,55685.0,55685.0,3.931639225227005,7.0,1.4924131625019013,63479.070260397355,0.13106796116504854,high,1,11.058481281451286,0.7585082651992229,0.1319796954314721,0.41820881436444673,0.5,0.4950399928104466,20
11102,Queens,28349,102996.0,102996.0,2.023945785291378,2.0,0.7018577081145436,40391.37801329586,0.7135922330097088,medium,0,10.6063963831129,0.6260924695155656,0.7411167512690355,0.21446886122154038,0.08333333333333333,0.4911099478677932,21
11223,Brooklyn,78566,63950.0,63950.0,6.458668675583654,6.0,2.069968585138813,37955.16538949373,0.18446601941747573,high,1,10.544187230484665,0.6078713909651646,0.18781725888324874,0.688093299485799,0.4166666666666667,0.49022153100403787,22
10462,Bronx,75452,63460.0,63460.0,5.176064883705517,5.0,1.5035563519585502,50182.35592015912,0.1796116504854369,high,1,10.82343869532787,0.6896642246761508,0.18274111675126903,0.5511123616748562,0.3333333333333333,0.48177344139324885,23
10040,Manhattan,41581,64022.0,64022.0,3.55414682345572,4.0,0.5669922472293846,73336.0997494871,0.18932038834951456,medium,1,11.202821895567777,0.8007856722481014,0.19289340101522842,0.37789296348471624,0.25,0.4816162118499909,24
10467,Bronx,96304,47806.0,47806.0,6.044344499452565,7.0,2.3304212387962315,41324.717779239516,0.0970873786407767,high,1,10.629240291666987,0.6327834568474406,0.09644670050761421,0.6438438480468037,0.5,0.4809938274752406,25
11229,Brooklyn,79802,72556.0,72556.0,6.647356427117472,3.0,2.062921641291412,38683.97054094747,0.2621359223300971,medium,1,10.563206445472279,0.6134421244603993,0.26903553299492383,0.7082449825871665,0.16666666666666666,0.479284729550324,26
11419,Queens,46938,91231.0,91231.0,2.4162412842058,2.0,1.126541960577072,41665.55853450499,0.616504854368932,medium,0,10.63745413244108,0.6351892931532275,0.6395939086294415,0.25636566963625845,0.08333333333333333,0.4777473283459031,27
11204,Brooklyn,81368,67588.0,67588.0,4.896495283750466,4.0,1.594517687562092,51029.85099174791,0.22330097087378642,medium,1,10.840185650222082,0.6945694125418506,0.2284263959390863,0.5212545784468836,0.25,0.4766852796908885,28
11206,Brooklyn,89231,57280.0,57280.0,1.5929523233128817,9.0,1.4009817911302138,63691.76285154619,0.14563106796116504,high,0,11.061826222100255,0.7594879992694732,0.14720812182741116,0.16843914496306184,0.6666666666666666,0.4742850591572544,29
10468,Bronx,79825,46624.0,46624.0,4.799906532805784,3.0,1.0645194709983958,74986.88579658708,0.09223300970873786,medium,1,11.225081856760077,0.8073056212311343,0.09137055837563451,0.5109389862350316,0.16666666666666666,0.4729526853333687,30
11207,Brooklyn,93445,55419.0,55419.0,3.38820376104299,12.0,2.71993664014842,34355.57969280525,0.1262135922330097,high,1,10.444548827860697,0.5786872744140609,0.12690355329949238,0.36017039283861657,0.9166666666666666,0.4727348766582208,31
11212,Brooklyn,87946,40060.0,40060.0,4.247968132118801,7.0,1.545368197445804,56909.41495066211,0.05339805825242718,high,1,10.949233642919422,0.7265096007095955,0.050761421319796954,0.4519924586957163,0.5,0.4686926873529307,32
11233,Brooklyn,82711,62034.0,62034.0,3.4900520847631697,5.0,1.348930903354717,61315.96495736163,0.16019417475728157,high,1,11.023811836610166,0.74835357491556,0.16243654822335027,0.37104770271872667,0.3333333333333333,0.4641601075658069,33
10032,Manhattan,55579,56588.0,56588.0,2.1388908908419832,5.0,0.672636857433276,82628.53779985334,0.13592233009708737,high,0,11.322122496067742,0.8357288521658626,0.13705583756345177,0.22674489568736994,0.3333333333333333,0.463904479394682,34
10471,Bronx,23400,108738.0,108738.0,6.664763800483166,1.0,1.7120911550662072,13667.49657619434,0.7621359223300971,low,1,9.522848943874187,0.3087211154731458,0.7918781725888324,0.7101040744934569,0.0,0.4634788042351578,35
10031,Manhattan,60305,65067.0,65067.0,1.168878742001852,4.0,0.6691315780388714,90124.2774653459,0.21359223300970873,medium,0,11.408955953254866,0.8611623965458155,0.2182741116751269,0.12314846577072305,0.25,0.4611631796912525,36
11691,Queens,68704,57027.0,57027.0,9.101366448143931,4.0,2.7816313942677113,24699.174786991116,0.1407766990291262,medium,1,10.114565598987433,0.4820350925470836,0.14213197969543145,0.9703310579646783,0.25,0.459913243535627,37
11220,Brooklyn,90792,64201.0,64201.0,3.572848816974815,5.0,1.727934147793531,52543.66904892526,0.1941747572815534,high,1,10.869418925848523,0.703131847311829,0.1979695431472081,0.37989031966548076,0.3333333333333333,0.4567231886446298,38
11237,Brooklyn,45233,82570.0,82570.0,2.5071576099658737,5.0,1.0144688233372707,44587.86604323455,0.34951456310679613,high,0,10.70523946655661,0.6550436368519018,0.3604060913705584,0.2660754519118151,0.3333333333333333,0.4553340679657633,39
11222,Brooklyn,41418,123963.0,123963.0,1.1915586746044522,2.0,1.6025157200787943,25845.6122963733,0.8446601941747572,medium,0,10.159934818983794,0.4953237500259017,0.8781725888324873,0.1255706622877347,0.08333333333333333,0.4552867796760295,40
10469,Bronx,69855,76018.0,76018.0,6.671916642264297,3.0,2.4257935686236864,28796.761976590355,0.2961165048543689,medium,1,10.268052953958357,0.5269915826013968,0.3045685279187817,0.7108679915981755,0.16666666666666666,0.4541123633398893,41
11231,Brooklyn,39704,138485.0,138485.0,1.0315070519087157,1.0,1.45078468000962,27367.25893723714,0.8737864077669902,low,0,10.217139187926522,0.5120789260071684,0.9086294416243654,0.10847729213410255,0.0,0.45368438923577925,42
10458,Bronx,78741,42107.0,42107.0,4.883453242521888,3.0,1.22093971043886,64492.12792963953,0.06796116504854369,medium,1,11.074313953381159,0.7631456593238618,0.06598984771573604,0.5198617001084815,0.16666666666666666,0.4507280656801751,43
11210,Brooklyn,60398,83261.0,83261.0,4.895690039735215,2.0,1.6487780967654282,36631.97620012587,0.3592233009708738,medium,1,10.508704102816916,0.5974783727494732,0.37055837563451777,0.5211685791062657,0.08333333333333333,0.4483646588296719,44
10472,Bronx,63820,43125.0,43125.0,4.290210203351087,4.0,1.0775699470140505,59225.853669031334,0.07766990291262135,medium,1,10.989130327296689,0.7381953509445021,0.07614213197969542,0.4565038741219892,0.25,0.4431144481971225,45
10453,Bronx,78270,35482.0,35482.0,3.5121725385013103,3.0,0.9021264439541101,86761.67351544955,0.009708737864077669,medium,1,11.370931779535765,0.8500251052168322,0.005076142131979695,0.3734101473934123,0.16666666666666666,0.4409611070984103,46
11420,Queens,50060,98584.0,98584.0,3.3597471135618053,1.0,2.1077489360514856,23750.45677583357,0.6893203883495146,low,1,10.075399145511527,0.4705632271514891,0.7157360406091371,0.35713124833926957,0.0,0.4385855506807339,47
11235,Brooklyn,81958,61689.0,61689.0,7.725780781118176,3.0,2.9010891189669494,28250.769500381455,0.1553398058252427,medium,1,10.248911371794605,0.5213850077253653,0.15736040609137053,0.8234197390510177,0.16666666666666666,0.43757805242319237,48
11373,Queens,99433,71470.0,71470.0,1.9543927242052601,3.0,1.5117613871506872,65772.94594579353,0.24757281553398058,medium,0,11.093979080630618,0.7689055807048418,0.25380710659898476,0.2070406565058448,0.16666666666666666,0.43742214023285186,49
10452,Bronx,76745,37854.0,37854.0,2.3692657988645935,5.0,0.9822036553727765,78135.52676188413,0.038834951456310676,high,0,11.266212918707488,0.8193529210084507,0.035532994923857864,0.25134872981672135,0.3333333333333333,0.436894163097689,50
11385,Queens,103865,87365.0,87365.0,1.8106422281321912,4.0,3.6471226810006594,28478.61426243622,0.5825242718446602,medium,0,10.256943821278158,0.5237377144704096,0.6040609137055837,0.1916882320957756,0.25,0.4363479606337149,51
11104,Queens,26825,84716.0,84716.0,1.356095199415896,2.0,0.4372157087070531,61354.15417558455,0.3640776699029126,medium,0,11.024434459252157,0.7485359412650067,0.3756345177664975,0.1431430159760251,0.08333333333333333,0.43445160914283204,52
11421,Queens,41937,89439.0,89439.0,1.1800467188430463,3.0,1.2848756223235698,32638.95685417481,0.6067961165048543,medium,0,10.393292487207525,0.5636742776155211,0.6294416243654821,0.12434119570871706,0.16666666666666666,0.4326983562793224,53
11105,Queens,38507,100306.0,100306.0,2.887736984218114,1.0,1.634259048577804,23562.35997806486,0.7038834951456311,low,0,10.067448241267146,0.4682344050302593,0.7309644670050761,0.3067209886915214,0.0,0.43137907650167706,54
11415,Queens,21379,88632.0,88632.0,1.4558227356399598,1.0,0.5601117032699883,38169.172104755635,0.5970873786407767,low,0,10.549809654630227,0.6095182006012352,0.6192893401015228,0.15379382764838367,0.0,0.4293883807955515,55
10039,Manhattan,30512,48792.0,48792.0,1.330776413442083,2.0,0.2991715368294173,101988.31186737341,0.10194174757281553,medium,0,11.532623301162026,0.897384598024789,0.10152284263959391,0.14043899227916004,0.08333333333333333,0.4249223483256462,56
11224,Brooklyn,48469,41449.0,41449.0,7.7963850965438475,3.0,1.5847847177403571,30583.964785519158,0.06310679611650485,medium,1,10.32826382031158,0.544627362531822,0.06091370558375635,0.8309602167899351,0.16666666666666666,0.424271414766655,57
10459,Bronx,49753,39276.0,39276.0,3.0378800108689257,5.0,0.8313646196041763,59844.98116324467,0.04854368932038835,high,1,10.99952956024776,0.7412412892423239,0.04568527918781726,0.32275612964981015,0.3333333333333333,0.42246906142384594,58
11213,Brooklyn,69630,62040.0,62040.0,2.9091282312525135,2.0,1.0761071153794701,64705.45450807303,0.1650485436893204,medium,0,11.077616236070781,0.7641128988656513,0.16751269035532995,0.3090055547424504,0.08333333333333333,0.4218244430835831,59
11236,Brooklyn,95174,82813.0,82813.0,5.428162842490072,2.0,3.598907329523777,26445.24887296663,0.35436893203883496,medium,1,10.182869607681527,0.5020413561777746,0.36548223350253806,0.578036198196473,0.08333333333333333,0.420294340486039,60
10034,Manhattan,39037,69786.0,69786.0,4.259698018592626,3.0,1.028350426688205,37960.795257039346,0.23786407766990292,medium,1,10.54433554499438,0.6079148323273681,0.2436548223350254,0.45324520007990293,0.16666666666666666,0.4197286785306842,61
10457,Bronx,79375,44911.0,44911.0,3.620240662883546,3.0,1.3186817984600134,60192.686433297196,0.0825242718446602,medium,1,11.005322749273683,0.7429381159605639,0.08121827411167513,0.3849517264212363,0.16666666666666666,0.41947016019639166,62
11208,Brooklyn,106901,59988.0,59988.0,2.612445817211696,7.0,2.676413421422317,39941.886086937186,0.15048543689320387,high,0,10.595205864923413,0.6228147635456922,0.15228426395939085,0.2773201382758298,0.5,0.41766099906329057,63
11417,Queens,30091,86330.0,86330.0,2.501991437381475,5.0,1.1134916891453182,27024.0005321431,0.4223300970873786,high,0,10.20451766219818,0.5083820775209595,0.4365482233502538,0.2655237093004293,0.3333333333333333,0.4155946287060331,64
11106,Queens,40657,85573.0,85573.0,1.3478775359625137,2.0,0.8624138769205537,47143.25811311749,0.4077669902912621,medium,0,10.760967501496769,0.6713663941826813,0.4213197969543147,0.14226537686908725,0.08333333333333333,0.4148295822854687,65
10463,Bronx,69373,72952.0,72952.0,6.066290862357018,3.0,2.896360235216435,23951.785816040247,0.2669902912621359,medium,1,10.083839914072152,0.4730355306706839,0.27411167512690354,0.6461876999761584,0.16666666666666666,0.41197967104523114,66
11228,Brooklyn,42325,80737.0,80737.0,5.138082932829501,1.0,1.4972166950834704,28269.121055746953,0.3300970873786408,low,1,10.249560732806057,0.521575205750854,0.3401015228426396,0.5470559232923785,0.0,0.40306664766947725,67
11692,Queens,23247,49507.0,49507.0,8.830337636606151,2.0,1.1146605445814155,20855.676746618734,0.10679611650485436,medium,1,9.94542940362059,0.4324950526768659,0.1065989847715736,0.9413854233007838,0.08333333333333333,0.40042485192379657,68
10455,Bronx,42940,36701.0,36701.0,2.0212190253870963,5.0,0.70129333825803,61229.727501276924,0.02912621359223301,high,0,11.022404425852942,0.7479413439032954,0.02538071065989848,0.21417764570257886,0.3333333333333333,0.3983572443668086,69
10461,Bronx,50900,65023.0,65023.0,6.130949977198554,4.0,2.388148092855146,21313.586101415764,0.2087378640776699,medium,1,9.967146910827138,0.43885611673273284,0.2131979695431472,0.6530932356100814,0.25,0.39696058620089625,70
10308,Staten Island,29996,122654.0,122654.0,2.656871685961475,1.0,2.210336597766599,13570.783757690571,0.8300970873786407,low,0,9.5157481928042,0.306641303459208,0.8629441624365481,0.28206478132378104,0.0,0.3948055182575765,71
11435,Queens,58424,79430.0,79430.0,2.508872629051289,2.0,1.5106376778470476,38675.05812728407,0.32038834951456313,medium,0,10.562976034531362,0.6133746370300783,0.32994923857868025,0.2662586144162233,0.08333333333333333,0.39358888733994607,72
11368,Queens,107060,71798.0,71798.0,1.8756161192330927,4.0,2.671996792604332,40067.413365287444,0.25728155339805825,medium,0,10.598343606272415,0.6237338088818775,0.2639593908629442,0.1986273855526626,0.25,0.39270884837901954,73
11232,Brooklyn,26681,87517.0,87517.0,2.4172934688641345,2.0,1.2415282979451052,21490.448541656773,0.587378640776699,medium,0,9.975410392746804,0.44127649294421845,0.6091370558375634,0.25647804201669394,0.08333333333333333,0.39259046954041704,74
11377,Queens,83545,73292.0,73292.0,2.158947755103388,5.0,2.5318509441096024,32997.59813837737,0.27184466019417475,high,0,10.404220358891058,0.566875054348879,0.27918781725888325,0.22888695085161592,0.3333333333333333,0.3923243662245956,75
10456,Bronx,86958,35676.0,35676.0,2.525935435115375,1.0,1.0766963342251097,80763.7188275402,0.019417475728155338,low,0,11.299295500976605,0.8290428187921104,0.015228426395939085,0.2680809068428831,0.0,0.3890404154844056,76
11432,Queens,63730,75395.0,75395.0,2.9441289120868634,3.0,2.023412951176067,31496.289456365426,0.2815533980582524,medium,0,10.357656772107024,0.5532365664972503,0.2893401015228426,0.31274359615092795,0.16666666666666666,0.38117837120979636,77
11414,Queens,31090,98209.0,98209.0,3.7244457861741065,1.0,2.3774765698361024,13076.890176100987,0.6747572815533981,low,1,9.478678310479369,0.29578352435182476,0.700507614213198,0.39608074038754004,0.0,0.3726564613715374,78
10460,Bronx,61101,36067.0,36067.0,4.256897406573465,3.0,1.5139621572768154,40358.34033652678,0.024271844660194174,medium,1,10.60557812984752,0.6258528029007236,0.02030456852791878,0.45294609722112567,0.16666666666666666,0.37100648273649434,79
10029,Manhattan,74848,38308.0,38308.0,1.0725118163352882,3.0,1.172296579147173,63847.32441550817,0.043689320388349516,medium,0,11.064265618602768,0.7602024992009141,0.04060913705583757,0.11285656430017328,0.16666666666666666,0.3618045968043597,80
10312,Staten Island,63345,111434.0,111434.0,2.487204368494696,3.0,6.9248811537305235,9147.449406532447,0.7864077669902912,medium,0,9.121339680142015,0.191118937592698,0.817258883248731,0.26394446356888507,0.16666666666666666,0.35855118856303897,81
10307,Staten Island,14821,138807.0,138807.0,1.6481914863274916,2.0,1.6137513596836104,9184.190557649341,0.8786407766990292,medium,0,9.12534774404799,0.19229290065408638,0.9137055837563453,0.17433863816707984,0.08333333333333333,0.3527112838341368,82
10451,Bronx,48975,37111.0,37111.0,1.4665803147492968,4.0,1.0600283800218473,46201.59320544854,0.03398058252427184,medium,0,10.740791205482665,0.6654567513247225,0.030456852791878174,0.1549427274756753,0.25,0.34228545922299364,83
11418,Queens,36304,84927.0,84927.0,1.3875573969084771,4.0,1.6595327133693392,21876.037578248284,0.3737864077669903,medium,0,9.993192853322162,0.44648498071931064,0.38578680203045684,0.14650315052842344,0.25,0.34184132290102315,84
10470,Bronx,15558,81134.0,81134.0,7.317144576342918,1.0,1.43823461887638,10817.428391589321,0.3446601941747573,low,1,9.289006291535404,0.24022853589788234,0.3553299492385787,0.7797777578655001,0.0,0.34087945324189767,85
11379,Queens,37378,92509.0,92509.0,1.236567249719407,1.0,2.2155844628650603,16870.492019819016,0.6359223300970874,low,0,9.733380613823604,0.3703859016569448,0.6598984771573605,0.13037753785431383,0.0,0.3392044875229808,86
10306,Staten Island,57249,97746.0,97746.0,2.513942419237309,5.0,7.267626200464317,7877.2625917858095,0.6650485436893204,high,0,8.971862675266001,0.1473370802251642,0.6903553299492386,0.26680006347366664,0.3333333333333333,0.33488367727210866,87
11433,Queens,37777,71177.0,71177.0,3.6401155562484333,1.0,1.5308682808163423,24676.845469588832,0.24271844660194175,low,1,10.11366117556955,0.48177018666999283,0.24873096446700507,0.3870743472564891,0.0,0.33230568523604626,88
10305,Staten Island,41714,86294.0,86294.0,4.766638740026713,3.0,4.03611655820404,10335.182197652282,0.4174757281553398,medium,1,9.24340585334886,0.2268721545452029,0.4314720812182741,0.5073860157209616,0.16666666666666666,0.325094085266842,89
10454,Bronx,40368,27500.0,27500.0,1.5595079839717287,4.0,1.060046699952184,38081.3411350848,0.0048543689320388345,medium,0,10.547505966403252,0.6088434496624111,0.0,0.16486731943406494,0.25,0.3140108437517774,90
11354,Queens,52325,62833.0,62833.0,3.350567861696033,1.0,2.1745670630031566,24062.260893318813,0.17475728155339806,low,1,10.088441512070712,0.47438334003709975,0.17766497461928935,0.3561509124499338,0.0,0.305399762159649,91
10301,Staten Island,39799,84937.0,84937.0,4.488866495199413,2.0,3.7625864510050935,10577.564268156166,0.3786407766990291,medium,1,9.266584993761175,0.2336613313839802,0.39086294416243655,0.4777201884130774,0.08333333333333333,0.29922430627681673,92
10304,Staten Island,45843,71506.0,71506.0,3.9129935749536515,2.0,3.4981909198913663,13104.773595782937,0.2524271844660194,medium,1,9.480808144597715,0.2964073533726382,0.25888324873096447,0.41621747559193395,0.08333333333333333,0.2790272486501832,93
